id1,cn,pinyin,vocabulary,pinyin_vocab,th,sentence_test,pinyin_sentence,translate
328,杯,bēi,杯子,bēi zǐ,แก้ว,杯子里有水,bēi zi lǐ yǒu shuǐ,ในแก้วมีน้ำ
329,成,chéng,成功,chéng gōng,ความสำเร็จ,他终于成功了,tā zhōng yú chéng gōng le,ในที่สุดเขาก็ประสบความสำเร็จ
330,用,yòng,不用,bù yòng,ไม่ต้อง,这个问题不用担心,zhè ge wèn tí bù yòng dān xīn,เรื่องนี้ไม่ต้องกังวล
331,像,xiàng,好像,hǎo xiàng,เหมือนว่า,天好像要下雨,tiān hǎo xiàng yào xià yǔ,ดูเหมือนฝนจะตก
332,原,yuán,原来,yuán lái,ที่แท้ / เดิมที,原来你在这里,yuán lái nǐ zài zhè lǐ,ที่แท้คุณอยู่ที่นี่
333,菜,cài,青菜,qīng cài,ผักใบเขียว,我喜欢吃青菜,wǒ xǐ huān chī qīng cài,ฉันชอบกินผัก
334,萝,luó,萝卜,luó bō,หัวไชเท้า,兔子爱吃萝卜,tù zi ài chī luó bo,กระต่ายชอบกินหัวไชเท้า
335,卜,bō,萝卜,luó bō,หัวไชเท้า,妈妈买了新鲜萝卜,mā mā mǎi le xīn xiān luó bo,แม่ซื้อหัวไชเท้าสดมา
336,豆,dòu,豆子,dòu zǐ,ถั่ว,碗里有豆子,wǎn lǐ yǒu dòu zi,ในชามมีถั่ว
337,苹,píng,苹果,píng guǒ,แอปเปิ้ล,苹果又甜又脆,píng guǒ yòu tián yòu cuì,แอปเปิลทั้งหวานทั้งกรอบ
338,桃,táo,桃子,táo zǐ,ลูกท้อ,桃子熟了,táo zi shú le,ลูกท้อสุกแล้ว
339,杏,xìng,杏树,xìng shù,ต้นแอปริคอต,院子里有杏树,yuàn zi lǐ yǒu xìng shù,ในลานบ้านมีต้นแอปริคอต
340,笋,sǔn,竹笋,zhú sǔn,หน่อไม้,竹笋很好吃,zhú sǔn hěn hǎo chī,หน่อไม้กินอร่อยมาก
341,扫,sǎo,扫地,sǎo dì,กวาดพื้น,我帮妈妈扫地,wǒ bāng mā mā sǎo dì,ฉันช่วยแม่กวาดบ้าน
342,地,dì,草地,cǎo dì,สนามหญ้า,孩子在草地上玩,hái zi zài cǎo dì shàng wán,เด็ก ๆ เล่นอยู่บนสนามหญ้า
343,拖,tuō,拖地,tuō dì,ถูพื้น,爸爸在拖地,bà bà zài tuō dì,พ่อกำลังถูพื้น
344,洒,sǎ,洒水,sǎ shuǐ,สาดน้ำ,爷爷给花洒水,yé yé gěi huā sǎ shuǐ,คุณปู่รดน้ำต้นไม้
345,洗,xǐ,洗手,xǐ shǒu,ล้างมือ,吃饭前要洗手,chī fàn qián yào xǐ shǒu,ก่อนกินข้าวต้องล้างมือ
346,服,fú,衣服,yī fú,เสื้อผ้า,衣服洗干净了,yī fú xǐ gān jìng le,เสื้อผ้าซักสะอาดแล้ว
347,晒,shài,晒太阳,shài tài yáng,ตากแดด,小猫喜欢晒太阳,xiǎo māo xǐ huān shài tài yáng,ลูกแมวชอบอาบแดด
348,收,shōu,丰收,fēng shōu,การเก็บเกี่ยว,秋天农民大丰收,qiū tiān nóng mín dà fēng shōu,ฤดูใบไม้ร่วงชาวนาได้ผลผลิตมาก
349,全,quán,全国,quán guó,ทั่วประเทศ,全国人民都很努力,quán guó rén mín dōu hěn nǔ lì,ประชาชนทั่วประเทศต่างขยันขันแข็ง
350,呢,ne,哪儿呢,nǎ ér ne,ที่ไหนล่ะ,你去哪儿呢,nǐ qù nǎ ér ne,คุณจะไปไหน
351,还,hái,还有,hái yǒu,ยังมี,盒子里还有一个,hé zi lǐ hái yǒu yí gè,ในกล่องยังมีอีกหนึ่งชิ้น
352,谁,shuí,是谁,shì shuí,คือใคร,门外是谁,mén wài shì shuí,ใครอยู่นอกประตู
353,商,shāng,商场,shāng chǎng,ห้างสรรพสินค้า,周末我们去商场,zhōu mò wǒ men qù shāng chǎng,วันหยุดสุดสัปดาห์พวกเราไปห้าง
354,场,chǎng,广场,guǎng chǎng,จัตุรัส,广场上有人跳舞,guǎng chǎng shàng yǒu rén tiào wǔ,ที่ลานกว้างมีคนเต้นรำ
355,楼,lóu,楼上,lóu shàng,ชั้นบน,书房在楼上,shū fáng zài lóu shàng,ห้องหนังสืออยู่ชั้นบน
356,街,jiē,街道,jiē dào,ถนน,街道很干净,jiē dào hěn gān jìng,ถนนสะอาดมาก
357,理,lǐ,道理,dào lǐ,เหตุผล,老师讲了一个道理,lǎo shī jiǎng le yí gè dào lǐ,ครูอธิบายหลักการหนึ่งข้อ
358,店,diàn,店员,diàn yuán,พนักงานร้าน,店员很有礼貌,diàn yuán hěn yǒu lǐ mào,พนักงานขายสุภาพมาก
359,鞋,xié,鞋子,xié zǐ,รองเท้า,鞋子放在门口,xié zi fàng zài mén kǒu,รองเท้าวางไว้ที่หน้าประตู
360,市,shì,市场,shì chǎng,ตลาด,市场里很热闹,shì chǎng lǐ hěn rè nào,ในตลาดคึกคักมาก
361,病,bìng,生病,shēng bìng,ป่วย,他昨天生病了,tā zuó tiān shēng bìng le,เมื่อวานเขาป่วย
362,医,yī,医生,yī shēng,หมอ,医生在看病,yī shēng zài kàn bìng,หมอกำลังตรวจรักษา
363,院,yuàn,院子,yuàn zǐ,ลานบ้าน,院子里有花,yuàn zi lǐ yǒu huā,ในลานบ้านมีดอกไม้
364,护,hù,保护,bǎo hù,ปกป้อง,我们要保护动物,wǒ men yào bǎo hù dòng wù,พวกเราต้องปกป้องสัตว์
365,士,shì,士兵,shì bīng,ทหาร,士兵在站岗,shì bīng zài zhàn gǎng,ทหารกำลังยืนยาม
366,伤,shāng,受伤,shòu shāng,ได้รับบาดเจ็บ,他跑步时受伤了,tā pǎo bù shí shòu shāng le,เขาวิ่งแล้วได้รับบาดเจ็บ
367,纱,shā,婚纱,hūn shā,ชุดแต่งงาน,新娘穿着婚纱,xīn niáng chuān zhe hūn shā,เจ้าสาวสวมชุดแต่งงาน
368,布,bù,白布,bái bù,ผ้าขาว,桌上铺着白布,zhuō shàng pù zhe bái bù,บนโต๊ะปูด้วยผ้าสีขาว
369,针,zhēn,针头,zhēn tóu,เข็มฉีดยา,打针要用针头,dǎ zhēn yào yòng zhēn tóu,การฉีดยาต้องใช้เข็ม
370,住,zhù,住房,zhù fáng,ที่อยู่อาศัย,城市里有很多住房,chéng shì lǐ yǒu hěn duō zhù fáng,ในเมืองมีที่อยู่อาศัยมากมาย
371,喂,wèi,喂养,wèi yǎng,เลี้ยงดู,农夫喂养小动物,nóng fū wèi yǎng xiǎo dòng wù,ชาวนาเลี้ยงสัตว์เล็ก
372,放,fàng,放学,fàng xué,เลิกเรียน,放学后我回家,fàng xué hòu wǒ huí jiā,หลังเลิกเรียนฉันกลับบ้าน
373,鸡,jī,小鸡,xiǎo jī,ลูกเจี๊ยบ,小鸡跟着妈妈走,xiǎo jī gēn zhe mā mā zǒu,ลูกไก่เดินตามแม่
374,鸭,yā,野鸭,yě yā,เป็ดป่า,野鸭在河里游,yě yā zài hé lǐ yóu,เป็ดป่าว่ายน้ำอยู่ในแม่น้ำ
375,农,nóng,农夫,nóng fū,ชาวนา,农夫在田里干活,nóng fū zài tián lǐ gàn huó,ชาวนากำลังทำงานในนา
376,夫,fū,农夫,nóng fū,ชาวนา,农夫种庄稼,nóng fū zhǒng zhuāng jià,ชาวนาปลูกพืชผล
377,猫,māo,小猫,xiǎo māo,ลูกแมว,小猫在睡觉,xiǎo māo zài shuì jiào,ลูกแมวกําลังนอนหลับ
378,狗,gǒu,小狗,xiǎo gǒu,ลูกสุนัข,小狗摇尾巴,xiǎo gǒu yáo wěi ba,ลูกสุนัขส่ายหาง
379,鼠,shǔ,老鼠,lǎo shǔ,หนู,老鼠跑得很快,lǎo shǔ pǎo dé hěn kuài,หนูวิ่งเร็วมาก
380,群,qún,羊群,yáng qún,ฝูงแกะ,羊群在山上吃草,yáng qún zài shān shàng chī cǎo,ฝูงแกะกินหญ้าอยู่บนภูเขา
381,汽,qì,水汽,shuǐ qì,ไอน้ำ,热水有水汽,rè shuǐ yǒu shuǐ qì,น้ำร้อนมีไอน้ำ
382,行,xíng,人行道,rén xíng dào,ทางเดินเท้า,人行道上很安全,rén xíng dào shàng hěn ān quán,ทางเท้าปลอดภัยมาก
383,交,jiāo,交叉,jiāo chā,ตัดกัน,两条路在这里交叉,liǎng tiáo lù zài zhè lǐ jiāo chā,ถนนสองสายตัดกันตรงนี้
384,装,zhuāng,装进,zhuāng jìn,ใส่เข้าไป,把书装进书包,bǎ shū zhuāng jìn shū bāo,ใส่หนังสือลงในกระเป๋านักเรียน
385,甲,jiǎ,装甲车,zhuāng jiǎ chē,รถหุ้มเกราะ,装甲车在路上行驶,zhuāng jiǎ chē zài lù shàng xíng shǐ,รถหุ้มเกราะวิ่งอยู่บนถนน
386,机,jī,机器,jī qì,เครื่องจักร,机器开始工作了,jī qì kāi shǐ gōng zuò le,เครื่องจักรเริ่มทำงานแล้ว
387,宇,yǔ,宇宙,yǔ zhòu,จักรวาล,宇宙非常大,yǔ zhòu fēi cháng dà,จักรวาลกว้างใหญ่มาก
388,宙,zhòu,宇宙,yǔ zhòu,จักรวาล,宇宙里有星星,yǔ zhòu lǐ yǒu xīng xīng,ในจักรวาลมีดวงดาว
389,船,chuán,小船,xiǎo chuán,เรือเล็ก,小船在水上漂,xiǎo chuán zài shuǐ shàng piāo,เรือลำเล็กลอยอยู่บนผิวน้ำ
390,化,huà,变化,biàn huà,การเปลี่ยนแปลง,天气有变化,tiān qì yǒu biàn huà,อากาศมีการเปลี่ยนแปลง
391,官,guān,当官,dāng guān,เป็นข้าราชการ,他长大想当官,tā zhǎng dà xiǎng dāng guān,เขาโตขึ้นอยากเป็นข้าราชการ
392,该,gāi,应该,yīng gāi,ควร,我们应该守规则,wǒ men yīng gāi shǒu guī zé,พวกเราควรเคารพกฎ
393,科,kē,科学,kē xué,วิทยาศาสตร์,科学让生活更好,kē xué ràng shēng huó gèng hǎo,วิทยาศาสตร์ทำให้ชีวิตดีขึ้น
394,程,chéng,工程,gōng chéng,วิศวกรรม,工程正在进行,gōng chéng zhèng zài jìn xíng,โครงการกำลังดำเนินการ
395,航,háng,航行,háng xíng,เดินเรือ,船在海上航行,chuán zài hǎi shàng háng xíng,เรือแล่นอยู่ในทะเล
396,员,yuán,服务员,fú wù yuán,พนักงานบริการ,服务员送来了菜,fú wù yuán sòng lái le cài,พนักงานเสิร์ฟนำอาหารมา
397,司,sī,司机,sī jī,คนขับรถ,司机开车很稳,sī jī kāi chē hěn wěn,คนขับรถขับอย่างมั่นคง
398,舞,wǔ,舞蹈,wǔ dǎo,การเต้นรำ,她喜欢舞蹈,tā xǐ huān wǔ dǎo,เธอชอบการเต้นรำ
399,军,jūn,军车,jūn chē,รถทหาร,军车从路上经过,jūn chē cóng lù shàng jīng guò,รถทหารขับผ่านถนน
400,银,yín,银子,yín zǐ,เงิน,盒子里有银子,hé zi lǐ yǒu yín zi,ในกล่องมีเงิน
401,客,kè,客人,kè rén,แขก,客人来到家里做客,kè rén lái dào jiā lǐ zuò kè,แขกมาเยี่ยมบ้าน
402,壳,ké,贝壳,bèi ké,เปลือกหอย,沙滩上有漂亮的贝壳,shā tān shàng yǒu piào liàng de bèi ké,บนชายหาดมีเปลือกหอยสวยงาม
403,救,jiù,求救,qiú jiù,ขอความช่วยเหลือ,小船发出求救信号,xiǎo chuán fā chū qiú jiù xìn hào,เรือลำเล็กส่งสัญญาณขอความช่วยเหลือ
404,板,bǎn,木板,mù bǎn,แผ่นไม้,木板放在地上,mù bǎn fàng zài dì shàng,แผ่นไม้ถูกวางไว้บนพื้น
405,加,jiā,加油,jiā yóu,ให้กำลังใจ,比赛前大家一起加油,bǐ sài qián dà jiā yì qǐ jiā yóu,ก่อนการแข่งขันทุกคนช่วยกันให้กำลังใจ
406,油,yóu,汽油,qì yóu,น้ำมันรถ,汽车需要汽油才能走,qì chē xū yào qì yóu cái néng zǒu,รถยนต์ต้องใช้น้ำมันถึงจะวิ่งได้
407,修,xiū,修理,xiū lǐ,ซ่อมแซม,叔叔在修理自行车,shū shū zài xiū lǐ zì xíng chē,ลุงกำลังซ่อมจักรยาน
408,轮,lún,车轮,chē lún,ล้อรถ,车轮慢慢地转动,chē lún màn màn dì zhuǎn dòng,ล้อรถหมุนช้า ๆ
409,始,shǐ,开始,kāi shǐ,เริ่มต้น,游戏现在开始了,yóu xì xiàn zài kāi shǐ le,เกมเริ่มขึ้นแล้ว
410,离,lí,远离,yuǎn lí,ห่างออกไป,我们要远离危险,wǒ men yào yuǎn lí wēi xiǎn,พวกเราต้องอยู่ห่างจากอันตราย
411,遇,yù,遇见,yù jiàn,พบเจอ,我在路上遇见老师,wǒ zài lù shàng yù jiàn lǎo shī,ฉันพบครูบนถนน
412,别,bié,别动,bié dòng,อย่าขยับ,医生说别动,yī shēng shuō bié dòng,หมอบอกว่าอย่าขยับ
413,海,hǎi,大海,dà hǎi,ทะเลใหญ่,大海又大又蓝,dà hǎi yòu dà yòu lán,ทะเลกว้างใหญ่และสีฟ้า
414,洋,yáng,洋气,yáng qì,ดูดี / ทันสมัย,她穿得很洋气,tā chuān dé hěn yáng qì,เธอแต่งตัวทันสมัย
415,流,liú,流水,liú shuǐ,สายน้ำ,山间有清清的流水,shān jiān yǒu qīng qīng de liú shuǐ,ในหุบเขามีน้ำใสไหล
416,浪,làng,浪花,làng huā,ฟองคลื่น,浪花拍打着岸边,làng huā pāi dǎ zhe àn biān,คลื่นซัดกระทบฝั่ง
417,波,bō,波浪,bō làng,คลื่นน้ำ,波浪一高一低,bō làng yī gāo yī dī,คลื่นสูงต่ำสลับกัน
418,潮,cháo,潮水,cháo shuǐ,น้ำทะเลหนุน,潮水慢慢上涨,cháo shuǐ màn màn shàng zhǎng,น้ำทะเลค่อย ๆ สูงขึ้น
419,雷,léi,雷声,léi shēng,เสียงฟ้าร้อง,远处传来雷声,yuǎn chù chuán lái léi shēng,ได้ยินเสียงฟ้าร้องมาจากไกล
420,乌,wū,乌鸦,wū yā,อีกา,树上站着一只乌鸦,shù shàng zhàn zhe yī zhī wū yā,บนต้นไม้มีอีกาตัวหนึ่งเกาะอยู่
421,底,dǐ ,底下,dǐ xià,ข้างล่าง,石头底下有小虫,shí tou dǐ xià yǒu xiǎo chóng,ใต้ก้อนหินมีแมลงตัวเล็ก
422,虾, xiā ,龙虾,lóng xiā,กุ้งมังกร,龙虾住在海里,lóng xiā zhù zài hǎi lǐ,กุ้งมังกรอาศัยอยู่ในทะเล
423,丑, chǒu ,小丑,xiǎo chǒu,ตัวตลก,小丑在表演节目,xiǎo chǒu zài biǎo yǎn jié mù,ตัวตลกกำลังแสดง
424,斑, bān ,斑纹,bān wén,ลายจุด / ลายเส้น,小鱼身上有斑纹,xiǎo yú shēn shàng yǒu bān wén,บนตัวปลาตัวเล็กมีลายจุด
425,带, dài ,飘带,piāo dài,ริบบิ้น / สายผ้า,彩色的飘带在飞,cǎi sè de piāo dài zài fēi,ริบบิ้นสีสันปลิวไหว
426,宫, gōng ,宫殿,gōng diàn,พระราชวัง,宫殿看起来很大,gōng diàn kàn qǐ lái hěn dà,พระราชวังดูใหญ่โตมาก
427,美, měi ,美丽,měi lì,สวยงาม,这幅画很美丽,zhè fú huà hěn měi lì,ภาพวาดนี้สวยงามมาก
428,柱, zhù ,柱子,zhù zǐ,เสา,大厅里有高高的柱子,dà tīng lǐ yǒu gāo gāo de zhù zi,ในห้องโถงมีเสาสูง
429,矿, kuàng ,矿石,kuàng shí,แร่หิน,地里发现了矿石,dì lǐ fā xiàn le kuàng shí,พบแร่ในพื้นดิน
430,完, wán ,完成,wán chéng,เสร็จสิ้น,作业已经完成,zuò yè yǐ jīng wán chéng,การบ้านเสร็จเรียบร้อยแล้ว
431,挖, wā ,挖土,wā tǔ,ขุดดิน,他在院子里挖土,tā zài yuàn zi lǐ wā tǔ,เขากำลังขุดดินในลานบ้าน
432,就, jiù ,就是,jiù shì,ก็คือ,这就是答案,zhè jiù shì dá àn,นี่คือคำตอบ
433,岩, yán ,岩石,yán shí,หิน,山上有很多岩石,shān shàng yǒu hěn duō yán shí,บนภูเขามีหินมากมาย
434,沙, shā ,沙子,shā zǐ,ทราย,孩子们在玩沙子,hái zi men zài wán shā zi,เด็ก ๆ กำลังเล่นทราย
435,滩, tān ,沙滩,shā tān,ชายหาด,我们一起去沙滩,wǒ men yì qǐ qù shā tān,พวกเราไปชายหาดด้วยกัน
436,鸥, ōu ,海鸥,hǎi ōu,นกนางนวล,海鸥在天空飞,hǎi ōu zài tiān kōng fēi,นกนางนวลบินอยู่บนท้องฟ้า
437,瓶, píng ,瓶子,píng zǐ,ขวด,桌上放着一个瓶子,zhuō shàng fàng zhe yí gè píng zi,บนโต๊ะมีขวดหนึ่งใบ
438,珠, zhū ,珠宝,zhū bǎo,อัญมณี,盒子里有珠宝,hé zi lǐ yǒu zhū bǎo,ในกล่องมีอัญมณี
439,金, jīn ,金币,jīn bì,เหรียญทอง,箱子里有金币,xiāng zi lǐ yǒu jīn bì,ในหีบมีเหรียญทอง
440,骨, gǔ,骨头,gǔ tóu,กระดูก,小狗在啃骨头,xiǎo gǒu zài kěn gǔ tou,ลูกสุนัขกำลังแทะกระดูก
441,帆,fān,帆船,fān chuán,เรือใบ,海上有一艘白色的帆船。,hǎi shàng yǒu yī sōu bái sè de fān chuán,ในทะเลมีเรือใบสีขาวลำหนึ่ง
442,游,yóu,游泳,yóu yǒng,ว่ายน้ำ,夏天我喜欢去游泳。,xià tiān wǒ xǐ huān qù yóu yǒng,ฤดูร้อนฉันชอบไปว่ายน้ำ
443,冲,chōng,冲水,chōng shuǐ,ราดน้ำ / ฉีดน้ำ,上完厕所要记得冲水。,shàng wán cè suǒ yào jì de chōng shuǐ,เข้าห้องน้ำเสร็จต้องจำไว้ว่าต้องกดน้ำ
444,划,huá,划开,huá kāi,กรีดออก / ทำให้ขาดออก,他用小刀把纸盒划开。,tā yòng xiǎo dāo bà zhǐ hé huà kāi,เขาใช้มีดเล็กกรีดกล่องกระดาษให้เปิดออก
445,钓,diào,钓鱼,diào yú,ตกปลา,爷爷带我去河边钓鱼。,yé yé dài wǒ qù hé biān diào yú,คุณปู่พาฉันไปตกปลาที่ริมแม่น้ำ
446,钩,gōu,鱼钩,yú gōu,เบ็ดตกปลา,鱼钩上挂着一条小鱼。,yú gōu shàng guà zhe yī tiáo xiǎo yú,ที่เบ็ดมีปลาตัวเล็กติดอยู่หนึ่งตัว
447,篮,lán,篮子,lán zi,ตะกร้า,妈妈用篮子装了很多水果。,mā mā yòng lán zi zhuāng le hěn duō shuǐ guǒ,แม่ใช้ตะกร้าใส่ผลไม้ไว้มากมาย
448,网,wǎng,渔网,yú wǎng,อวน / แห,渔夫把渔网撒进大海里。,yú fū bǎ yú wǎng sā jìn dà hǎi lǐ,ชาวประมงเหวี่ยงแหลงไปในทะเล
449,最,zuì,最长,zuì cháng,ยาวที่สุด,长江是中国最长的河。,cháng jiāng shì zhōng guó zuì zhǎng de hé,แม่น้ำแยงซีเป็นแม่น้ำที่ยาวที่สุดของจีน
450,得,dé,得到,dé dào,ได้รับ,他考了第一名，得到了奖品。,"tā kǎo le dì yì míng, dé dào le jiǎng pǐn",เขาสอบได้ที่หนึ่ง จึงได้รับรางวัล
451,梦,mèng,梦乡,mèng xiāng,แดนชวนฝัน / นิทรา,小宝宝甜甜地进入了梦乡。,xiǎo bǎo bǎo tián tián dì jìn rù le mèng xiāng,เด็กน้อยหลับใหลเข้าสู่ห้วงนิทราอย่างมีความสุข
452,森,sēn,森林,sēn lín,ป่าไม้,森林里住着很多小动物。,sēn lín lǐ zhù zhe hěn duō xiǎo dòng wù,ในป่ามีสัตว์น้อยอาศัยอยู่มากมาย
453,植,zhí,植树,zhí shù,ปลูกต้นไม้,春天我们一起去山上植树。,chūn tiān wǒ men yì qǐ qù shān shàng zhí shù,ฤดูใบไม้ผลิพวกเราไปปลูกต้นไม้บนภูเขาด้วยกัน
454,树,shù,树木,shù mù,ต้นไม้,公园里种着许多高大的树木。,gōng yuán lǐ zhǒng zhe xǔ duō gāo dà de shù mù,ในสวนสาธารณะปลูกต้นไม้สูงใหญ่ไว้มากมาย
455,泥,ní,泥泞,ní nìng,โคลนตม,下雨后，小路变得很泥泞。,"xià yǔ hòu, xiǎo lù biàn dé hěn ní nìng",หลังฝนตก ทางเล็ก ๆ กลายเป็นโคลนเลอะเทอะ
456,春,chūn,春天,chūn tiān,ฤดูใบไม้ผลิ,春天到了，花儿都开了。,"chūn tiān dào le, huā ér dōu kāi le",ฤดูใบไม้ผลิมาถึง ดอกไม้ก็บานสะพรั่ง
457,夏,xià,夏天,xià tiān,ฤดูร้อน,夏天天气很热，要多喝水。,"xià tiān tiān qì hěn rè, yào duō hē shuǐ",ฤดูร้อนอากาศร้อนมาก ต้องดื่มน้ำเยอะ ๆ
458,秋,qiū,秋天,qiū tiān,ฤดูใบไม้ร่วง,秋天到了，树叶变黄了。,"qiū tiān dào le, shù yè biàn huáng le",ฤดูใบไม้ร่วงมาถึง ใบไม้เปลี่ยนเป็นสีเหลือง
459,冬,dōng,冬天,dōng tiān,ฤดูหนาว,冬天很冷，要穿厚衣服。,"dōng tiān hěn lěng, yào chuān hòu yī fú",ฤดูหนาวหนาวมาก ต้องใส่เสื้อผ้าหนา ๆ
460,季,jì,四季,sì jì,สี่ฤดู,一年有春夏秋冬四季。,yī nián yǒu chūn xià qiū dōng sì jì,หนึ่งปีมีสี่ฤดู คือใบไม้ผลิ ร้อน ใบไม้ร่วง และหนาว
461,熊,xióng,狗熊,gǒu xióng,หมี,狗熊冬天躲在洞里睡觉。,gǒu xióng dōng tiān duǒ zài dòng lǐ shuì jiào,หมีหลบนอนอยู่ในถ้ำช่วงฤดูหนาว
462,猴,hóu,猴子,hóu zi,ลิง,猴子最爱吃香蕉。,hóu zi zuì ài chī xiāng jiāo,ลิงชอบกินกล้วยที่สุด
463,鹿,lù,小鹿,xiǎo lù,กวางน้อย,小鹿在草地上快乐地跑着。,xiǎo lù zài cǎo dì shàng kuài lè dì pǎo zhe,กวางน้อยวิ่งเล่นอย่างมีความสุขบนสนามหญ้า
464,虎,hǔ,老虎,lǎo hǔ,เสือ,老虎是森林里的大王。,lǎo hǔ shì sēn lín lǐ de dà wáng,เสือเป็นเจ้าป่า
465,狮,shī,狮子,shī zi,สิงโต,狮子大声地吼叫。,shī zi dà shēng dì hǒu jiào,สิงโตคำรามเสียงดัง
466,狐,hú,狐狸,hú li,สุนัขจิ้งจอก,狐狸是一种很聪明的动物。,hú lí shì yī zhǒng hěn cōng míng de dòng wù,สุนัขจิ้งจอกเป็นสัตว์ที่ฉลาดมาก
467,狸,lí,河狸,hé lí,บีเวอร์,河狸用木头筑起了水坝。,hé lí yòng mù tou zhù qǐ le shuǐ bà,บีเวอร์ใช้ท่อนไม้สร้างเขื่อน
468,狼,láng,大灰狼,dà huī láng,หมาป่าสีเทา,大灰狼想吃掉小羊。,dà huī láng xiǎng chī diào xiǎo yáng,หมาป่าสีเทาอยากกินแกะน้อย
469,现,xiàn,出现,chū xiàn,ปรากฏขึ้น,雨后天空出现了彩虹。,yǔ hòu tiān kōng chū xiàn le cǎi hóng,หลังฝนตก ท้องฟ้าปรากฏสายรุ้งขึ้นมา
470,总,zǒng,总是,zǒng shì,เสมอ,他总是第一个到学校。,tā zǒng shì dì yí gè dào xué xiào,เขามาถึงโรงเรียนเป็นคนแรกเสมอ
471,跟,gēn,跟着,gēn zhe,ตาม,小鸭子跟着妈妈走。,xiǎo yā zi gēn zhe mā mā zǒu,ลูกเป็ดเดินตามแม่ไป
472,柳,liǔ,柳树,liǔ shù,ต้นหลิว,河边的柳树长出了嫩芽。,hé biān de liǔ shù zhǎng chū le nèn yá,ต้นหลิวริมแม่น้ำแตกหน่ออ่อนออกมา
473,芽,yá,发芽,fā yá,งอก / แตกหน่อ,春天，种子开始发芽了。,"chūn tiān, zhǒng zi kāi shǐ fā yá le",ฤดูใบไม้ผลิ เมล็ดพืชเริ่มงอกหน่อ
474,蚯,qiū,蚯蚓,qiū yǐn,ไส้เดือน,雨后，蚯蚓爬到了地面上。,"yǔ hòu, qiū yǐn pá dào le dì miàn shàng",หลังฝนตก ไส้เดือนคลานขึ้นมาบนพื้นดิน
475,蚓,yǐn,蚯蚓,qiū yǐn,ไส้เดือน,蚯蚓能让泥土变得松软。,qiū yǐn néng ràng ní tǔ biàn dé sōng ruǎn,ไส้เดือนช่วยให้ดินร่วนซุย
476,蝴,hú,蝴蝶,hú dié,ผีเสื้อ,花园里有一只美丽的蝴蝶。,huā yuán lǐ yǒu yī zhī měi lì de hú dié,ในสวนมีผีเสื้อสวยงามตัวหนึ่ง
477,蝶,dié,蝴蝶,hú dié,ผีเสื้อ,蝴蝶在花丛中飞来飞去。,hú dié zài huā cóng zhōng fēi lái fēi qù,ผีเสื้อบินไปบินมาอยู่ในดงดอกไม้
478,燕,yàn,燕子,yàn zi,นกนางแอ่น,春天到了，燕子飞回来了。,"chūn tiān dào le, yàn zi fēi huí lái le",ฤดูใบไม้ผลิมาถึง นกนางแอ่นบินกลับมา
479,蜜,mì,蜜蜂,mì fēng,ผึ้ง,蜜蜂在花上采蜜。,mì fēng zài huā shàng cǎi mì,ผึ้งเก็บน้ำหวานอยู่บนดอกไม้
480,蜂,fēng,蜜蜂,mì fēng,ผึ้ง,一群蜜蜂飞进了花园。,yī qún mì fēng fēi jìn le huā yuán,ฝูงผึ้งบินเข้ามาในสวน
